id,date,venue,city,country,latitude,longitude,tour,setlist
5bebf32c,20-07-2018,Terra Vibe,Malakása,Greece,38.2333333,23.8,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
6beb8eaa,17-07-2018,Piazza Unità d'Italia,Trieste,Italy,45.6486111,13.78,Legacy of the Beast,Doctor Doctor (from tape)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape)<br>
6bebaabe,14-07-2018,Estadio Metropolitano,Madrid,Spain,40.4165020941502,-3.70256423950195,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
53ebb345,13-07-2018,Altice Arena,Lisbon,Portugal,38.7166667,-9.1333333,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
1bea49e4,10-07-2018,Hallenstadion,Zurich,Switzerland,47.3666667,8.55,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
5bea53c8,09-07-2018,Ippodromo del Galoppo di San Siro,Milan,Italy,45.4642693810258,9.1895055770874,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
7bea6a34,06-07-2018,AccorHotels Arena,Paris,France,48.853,2.349,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
3bea6ccc,05-07-2018,AccorHotels Arena,Paris,France,48.853,2.349,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
23ea0473,01-07-2018,Gelredome,Arnhem,Netherlands,51.98,5.911111,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
2bea0c7a,30-06-2018,Neue Messe,Freiburg,Germany,47.9958954102206,7.85222053527832,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
23ea1ca3,28-06-2018,Lővér Kemping,Sopron,Hungary,47.683,16.6,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
4bea2f46,26-06-2018,Arena de Genève,Geneva,Switzerland,46.2022156980098,6.14569187164307,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
13ea3925,24-06-2018,Val de Moine,Clisson,France,47.083,-1.283,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
63eace9b,22-06-2018,Festivalterrein Stenehei,Dessel,Belgium,51.233,5.117,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
13ead555,20-06-2018,Letiště Praha Letňany,Prague,Czechia,50.0878367932108,14.4241322001241,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
23eaec3f,17-06-2018,Pannonia Fields II,Nickelsdorf,Austria,47.9405556,17.0694444,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
5beafb50,16-06-2018,Visarno Arena Firenze,Florence,Italy,43.7666667,11.25,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
53ea9345,13-06-2018,Waldbühne,Berlin,Germany,52.5166667,13.4,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
73eaaee5,10-06-2018,Expo-Plaza,Hanover,Germany,52.3705162650448,9.73322153091431,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
53eab7e1,09-06-2018,Königsplatz,Munich,Germany,48.1374325498109,11.5754914283752,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
6bed46da,07-06-2018,Norje Havsbad,Norje,Sweden,56.1166667,14.6666667,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
6bed566a,05-06-2018,Royal Arena,Copenhagen,Denmark,55.6776812020993,12.5709342956543,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
3bed64b0,03-06-2018,Dahls Arena,Trondheim,Norway,63.4305242970809,10.3949761390686,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
33ed7429,01-06-2018,Tele2 Arena,Stockholm,Sweden,59.3325765361753,18.0649030208588,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
1bed09c4,29-05-2018,Hartwall Areena,Helsinki,Finland,60.176,24.934,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
53ed13e1,28-05-2018,Hartwall Areena,Helsinki,Finland,60.176,24.934,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
3bed2020,26-05-2018,Saku Suurhall,Tallinn,Estonia,59.4369583424862,24.7535276412964,Legacy of the Beast,"Doctor Doctor (from tape, UFO song)<br>Churchill's Speech (from tape)<br>Aces High<br>Where Eagles Dare<br>2 Minutes to Midnight<br>The Clansman<br>The Trooper<br>Revelations<br>For the Greater Good of God<br>The Wicker Man<br>Sign of the Cross<br>Flight of Icarus<br>Fear of the Dark<br>The Number of the Beast<br>Iron Maiden<br>The Evil That Men Do<br><b>Encore 1:</b><br>Hallowed Be Thy Name<br>Run to the Hills<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
7be5a694,22-07-2017,Barclays Center,"Brooklyn, NY",United States,40.65,-73.95,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
4be5ab52,21-07-2017,Barclays Center,"Brooklyn, NY",United States,40.65,-73.95,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
2be5b42a,19-07-2017,Xfinity Center,"Mansfield, MA",United States,42.0334326,-71.2189405,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
3e4493f,16-07-2017,Centre Vidéotron,Quebec City,Canada,46.812,-71.215,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
3be454c0,15-07-2017,Budweiser Stage,Toronto,Canada,43.700113788,-79.416304194,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
53e46fd9,12-07-2017,Hollywood Casino Amphitheatre,"Maryland Heights, MO",United States,38.7131073,-90.4298401,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
5be47784,11-07-2017,Sprint Center,"Kansas City, MO",United States,39.0997266,-94.5785667,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
4be407f2,09-07-2017,Pinnacle Bank Arena,"Lincoln, NE",United States,40.8000011,-96.6669599,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
4be41bca,07-07-2017,USANA Amphitheatre,"West Valley City, UT",United States,40.692,-112.001,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
6be42a96,05-07-2017,Oracle Arena,"Oakland, CA",United States,37.8043722,-122.2708026,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
3e43153,03-07-2017,T-Mobile Arena,"Las Vegas, NV",United States,36.1749705,-115.137223,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
53e4c365,01-07-2017,Glen Helen Amphitheater,"San Bernardino, CA",United States,34.1083449,-117.2897652,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
13e4d54d,28-06-2017,Talking Stick Resort Arena,"Phoenix, AZ",United States,33.4483771,-112.0740373,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
13e4ddf9,27-06-2017,Isleta Amphitheater,"Albuquerque, NM",United States,35.084,-106.651,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>"
3be4f408,24-06-2017,AT&T Center,"San Antonio, TX",United States,29.4241219,-98.4936282,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
be4fd72,23-06-2017,American Airlines Center,"Dallas, TX",United States,32.7830556,-96.8066667,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
7be48e4c,21-06-2017,Toyota Center,"Houston, TX",United States,29.7632836,-95.3632715,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
33e49875,19-06-2017,Chesapeake Energy Arena,"Oklahoma City, OK",United States,35.4675602,-97.5164276,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
4be4b34e,16-06-2017,Xcel Energy Center,"St. Paul, MN",United States,44.944,-93.093,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>"
be4b576,15-06-2017,Hollywood Casino Amphitheatre,"Tinley Park, IL",United States,41.5733669,-87.7844944,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
73e74635,13-06-2017,Bridgestone Arena,"Nashville, TN",United States,36.1658899,-86.7844432,The Book of Souls World Tour,"Doctor Doctor (from tape, UFO song)<br>If Eternity Should Fail<br>Speed of Light<br>Wrathchild<br>Children of the Damned<br>Death or Glory<br>The Red and the Black<br>The Trooper<br>Powerslave<br>The Great Unknown<br>The Book of Souls<br>Fear of the Dark<br>Iron Maiden<br>The Number of the Beast<br><b>Encore 1:</b><br>Blood Brothers<br>Wasted Years<br>Always Look on the Bright Side of Life (from tape, Monty Python song)<br>"
